triple_id,subject,relation,target,evidence,source_url,assignee
6412,Rau Muống Xào Thịt Bò,cookingTechnique,Xào,,,Member_4
6413,Rau Muống Xào Thịt Bò,dishType,Món xào,,,Member_4
6414,Rau Muống Xào Thịt Bò,flavorProfile,"Đậm đà, thơm",,,Member_4
6417,Rau Muống Xào Thịt Bò,hasIngredient,Rau Muống,,,Member_4
6418,Rau Muống Xào Thịt Bò,hasIngredient,Thịt Bò,,,Member_4
6419,Rau Muống Xào Tỏi,cookingTechnique,Xào,,,Member_4
6420,Rau Muống Xào Tỏi,dishType,Món xào,,,Member_4
6421,Rau Muống Xào Tỏi,flavorProfile,Mặn,,,Member_4
6424,Rau Muống Xào Tỏi,hasIngredient,Rau Muống,,,Member_4
6425,Rau Muống Xào Tỏi,hasIngredient,Tỏi,,,Member_4
6427,Rau Muống Xào Tỏi,originRegion,Việt Nam,,,Member_4
6429,Rau Mồng Tơi,ingredientCategory,Rau Lá,,,Member_4
6430,Rau Mồng Tơi Luộc,cookingTechnique,Luộc,,,Member_4
6433,Rau Mồng Tơi Luộc,hasIngredient,Rau Mồng Tơi,,,Member_4
6438,Rau Ngót,ingredientCategory,Rau Lá,,,Member_4
6490,Rau Xào,cookingTechnique,Xào,,,Member_4
6493,Rau Xào Nấm,cookingTechnique,Xào,,,Member_4
6496,Rau Xào Nấm,hasIngredient,Nấm,,,Member_4
6515,Rau Xào Tỏi,cookingTechnique,Xào,,,Member_4
6516,Rau Xào Tỏi,flavorProfile,"Thơm, đậm đà",,,Member_4
6518,Rau Xào Tỏi,hasIngredient,Rau,,,Member_4
6519,Rau Xào Tỏi,hasIngredient,Tỏi,,,Member_4
6525,Rong Biển,ingredientCategory,Rau Lá,,,Member_4
6537,Rươi,ingredientCategory,Hải Sản,,,Member_4
6560,Salad Tôm,hasIngredient,Tôm,,,Member_4
6567,Salad Vịt Áp Chảo,hasIngredient,Thịt Vịt,,,Member_4
6568,Su Hào,ingredientCategory,Rau Lá,,,Member_4
6569,Su Hào Xào Cà Rốt,cookingTechnique,Xào,,,Member_4
6570,Su Hào Xào Cà Rốt,dishType,Món xào,,,Member_4
6571,Su Hào Xào Cà Rốt,flavorProfile,Thanh đạm,,,Member_4
6574,Su Hào Xào Cà Rốt,hasIngredient,Cà Rốt,,,Member_4
6575,Su Hào Xào Cà Rốt,hasIngredient,Su Hào,,,Member_4
6577,Su Hào Xào Cà Rốt,originRegion,Miền Bắc,,,Member_4
6578,Su Hào Xào Cà Rốt,servedWith,Cơm trắng,,,Member_4
6612,Su Su,ingredientCategory,Rau Lá,,,Member_4
6624,Su Su Luộc,cookingTechnique,Luộc,,,Member_4
6625,Su Su Luộc,dishType,Món luộc,,,Member_4
6626,Su Su Luộc,flavorProfile,Thanh mát,,,Member_4
6628,Su Su Luộc,hasIngredient,Su Su,,,Member_4
6630,Su Su Luộc,originRegion,Việt Nam,,,Member_4
6631,Su Su Luộc,servedWith,Nước mắm tỏi ớt,,,Member_4
6663,Su Su Xào,cookingTechnique,Xào,,,Member_4
6664,Su Su Xào,dishType,Món Xào,,,Member_4
6665,Su Su Xào,flavorProfile,Thanh đạm,,,Member_4
6668,Su Su Xào,hasIngredient,Su Su,,,Member_4
6671,Su Su Xào,originRegion,Việt Nam,,,Member_4
6672,Su Su Xào,servedWith,Cơm trắng,,,Member_4
6673,Su Su Xào Cà Rốt,cookingTechnique,Xào,,,Member_4
6674,Su Su Xào Cà Rốt,dishType,Món xào,,,Member_4
6675,Su Su Xào Cà Rốt,flavorProfile,Thanh đạm,,,Member_4
6678,Su Su Xào Cà Rốt,hasIngredient,Cà Rốt,,,Member_4
6679,Su Su Xào Cà Rốt,hasIngredient,Su Su,,,Member_4
6680,Su Su Xào Cà Rốt,originRegion,Việt Nam,,,Member_4
6695,Su Su Xào Thịt Bò,cookingTechnique,Xào,,,Member_4
6696,Su Su Xào Thịt Bò,dishType,Món xào,,,Member_4
6697,Su Su Xào Thịt Bò,flavorProfile,Đậm đà,,,Member_4
6699,Su Su Xào Thịt Bò,hasIngredient,Su Su,,,Member_4
6700,Su Su Xào Thịt Bò,hasIngredient,Thịt Bò,,,Member_4
6701,Su Su Xào Thịt Bò,originRegion,Việt Nam,,,Member_4
6709,Su Su Xào Tỏi,cookingTechnique,Xào,,,Member_4
6710,Su Su Xào Tỏi,dishType,Món xào,,,Member_4
6711,Su Su Xào Tỏi,flavorProfile,Thơm nồng,,,Member_4
6712,Su Su Xào Tỏi,hasIngredient,Su Su,,,Member_4
6713,Su Su Xào Tỏi,hasIngredient,Tỏi,,,Member_4
6715,Su Su Xào Tỏi,originRegion,Việt Nam,,,Member_4
6799,Súp Lơ,ingredientCategory,Rau Lá,,,Member_4
6800,Súp Lơ Xào Mực,cookingTechnique,Xào,,,Member_4
6801,Súp Lơ Xào Mực,dishType,Món chính,,,Member_4
6802,Súp Lơ Xào Mực,flavorProfile,"Giòn, ngọt",,,Member_4
6804,Súp Lơ Xào Mực,hasIngredient,Mực,,,Member_4
6805,Súp Lơ Xào Mực,hasIngredient,Súp Lơ,,,Member_4
6808,Súp Lơ Xào Mực,servedWith,Cơm trắng,,,Member_4
6823,Súp Lươn,hasIngredient,Lươn,,,Member_4
6863,Sườn,ingredientCategory,Thịt,,,Member_4
6874,Sườn Chiên,cookingTechnique,Chiên,,,Member_4
6875,Sườn Chiên,dishType,Món chính,,,Member_4
6876,Sườn Chiên,flavorProfile,"Béo, mặn",,,Member_4
6879,Sườn Chiên,hasIngredient,Sườn Lợn,,,Member_4
6881,Sườn Chiên,originRegion,Việt Nam,,,Member_4
6882,Sườn Chiên,servedWith,Cơm trắng,,,Member_4
6883,Sườn Chiên Sả,cookingTechnique,Chiên,,,Member_4
6884,Sườn Chiên Sả,dishType,Món chính,,,Member_4
6885,Sườn Chiên Sả,flavorProfile,Thơm nồng,,,Member_4
6888,Sườn Chiên Sả,hasIngredient,Sườn Lợn,,,Member_4
6889,Sườn Chiên Sả,hasIngredient,Sả,,,Member_4
6892,Sườn Chiên Sả,originRegion,Việt Nam,,,Member_4
6893,Sườn Chiên Sả,servedWith,Cơm nóng,,,Member_4
6914,Sườn Kho,cookingTechnique,Kho,,,Member_4
6915,Sườn Kho,dishType,Món chính,,,Member_4
6916,Sườn Kho,flavorProfile,Mặn,,,Member_4
6919,Sườn Kho,hasIngredient,Sườn Lợn,,,Member_4
6922,Sườn Kho,originRegion,Việt Nam,,,Member_4
6923,Sườn Kho,servedWith,Cơm Trắng,,,Member_4
6924,Sườn Kho Khoai Tây,cookingTechnique,Kho,,,Member_4
6925,Sườn Kho Khoai Tây,dishType,Món kho,,,Member_4
6926,Sườn Kho Khoai Tây,flavorProfile,Mặn ngọt,,,Member_4
6929,Sườn Kho Khoai Tây,hasIngredient,Khoai Tây,,,Member_4
6932,Sườn Kho Khoai Tây,originRegion,Việt Nam,,,Member_4
6933,Sườn Kho Khoai Tây,servedWith,Cơm trắng,,,Member_4
6934,Sườn Kho Trứng Cút,cookingTechnique,Kho,,,Member_4
6935,Sườn Kho Trứng Cút,dishType,Món kho,,,Member_4
6936,Sườn Kho Trứng Cút,flavorProfile,Mặn ngọt,,,Member_4
6938,Sườn Kho Trứng Cút,hasIngredient,Sườn Lợn,,,Member_4
6939,Sườn Kho Trứng Cút,hasIngredient,Trứng Cút,,,Member_4
6941,Sườn Kho Trứng Cút,originRegion,Việt Nam,,,Member_4
6942,Sườn Kho Trứng Cút,servedWith,Cơm trắng,,,Member_4
6943,Sườn Kho Tộ,cookingTechnique,Kho tộ,,,Member_4
6944,Sườn Kho Tộ,dishType,Món kho,,,Member_4
6945,Sườn Kho Tộ,flavorProfile,Mặn,,,Member_4
6948,Sườn Kho Tộ,hasIngredient,Sườn Lợn,,,Member_4
6950,Sườn Kho Tộ,originRegion,Miền Nam,,,Member_4
6951,Sườn Kho Tộ,servedWith,Cơm trắng,,,Member_4
6952,Sườn Lợn,ingredientCategory,Thịt,,,Member_4
6954,Sườn Non,ingredientCategory,Thịt,,,Member_4
6956,Sườn Non Chay Chiên,cookingTechnique,Chiên,,,Member_4
6957,Sườn Non Chay Chiên,dishType,Món chay,,,Member_4
6958,Sườn Non Chay Chiên,flavorProfile,Giòn mặn,,,Member_4
6960,Sườn Non Chay Chiên,hasIngredient,Sườn Non Chay,,,Member_4
6962,Sườn Non Chay Chiên,originRegion,Việt Nam,,,Member_4
6963,Sườn Non Chay Chiên,servedWith,Tương ớt,,,Member_4
6972,Sườn Nướng,cookingTechnique,Nướng,,,Member_4
6973,Sườn Nướng,dishType,Món nướng,,,Member_4
6974,Sườn Nướng,flavorProfile,Đậm đà,,,Member_4
6977,Sườn Nướng,hasIngredient,Sườn Lợn,,,Member_4
6978,Sườn Nướng,originRegion,Việt Nam,,,Member_4
6979,Sườn Nướng,servedWith,Đồ chua,,,Member_4
6980,Sườn Ram,cookingTechnique,Rim,,,Member_4
6981,Sườn Ram,dishType,Món ram,,,Member_4
6982,Sườn Ram,flavorProfile,Mặn ngọt,,,Member_4
6985,Sườn Ram,hasIngredient,Sườn Lợn,,,Member_4
6987,Sườn Ram,originRegion,Việt Nam,,,Member_4
6988,Sườn Ram,servedWith,Cơm trắng,,,Member_4
6989,Sườn Rim,cookingTechnique,Rim,,,Member_4
6990,Sườn Rim,dishType,Món rim,,,Member_4
6991,Sườn Rim,flavorProfile,Mặn,,,Member_4
6994,Sườn Rim,hasIngredient,Sườn Lợn,,,Member_4
6996,Sườn Rim,originRegion,Việt Nam,,,Member_4
6997,Sườn Rim,servedWith,Cơm trắng,,,Member_4
6998,Sườn Rán,cookingTechnique,Chiên,,,Member_4
7003,Sườn Rán,hasIngredient,Sườn Lợn,,,Member_4
7016,Sườn Xào Chua Ngọt,cookingTechnique,Xào,,,Member_4
7017,Sườn Xào Chua Ngọt,dishType,Món mặn,,,Member_4
7018,Sườn Xào Chua Ngọt,flavorProfile,Chua,,,Member_4
7019,Sườn Xào Chua Ngọt,flavorProfile,Ngọt,,,Member_4
7022,Sườn Xào Chua Ngọt,hasIngredient,Sườn Lợn,,,Member_4
7024,Sườn Xào Chua Ngọt,originRegion,Miền Bắc,,,Member_4
7025,Sườn Xào Chua Ngọt,servedWith,Cơm trắng,,,Member_4
7026,Sườn Xào Dứa,cookingTechnique,Xào,,,Member_4
7028,Sườn Xào Dứa,flavorProfile,Chua ngọt,,,Member_4
7031,Sườn Xào Dứa,hasIngredient,Dứa,,,Member_4
7032,Sườn Xào Dứa,hasIngredient,Sườn Lợn,,,Member_4
7041,Sườn Xào Măng,hasIngredient,Măng,,,Member_4
7042,Sườn Xào Măng,hasIngredient,Sườn Lợn,,,Member_4
7097,Tai Heo,ingredientCategory,Thịt,,,Member_4
7099,Thay Thế Cơm Mẻ,fromIngredient,Cơm Mẻ,,,Member_4
7100,Thay Thế Cơm Mẻ,toIngredient,Sữa Chua,,,Member_4
7103,Thay Thế Trứng,fromIngredient,Trứng Vịt,,,Member_4
7104,Thay Thế Trứng,toIngredient,Trứng Gà,,,Member_4
7116,Thiên Lý Xào Thịt Bò,cookingTechnique,Xào,,,Member_4
7117,Thiên Lý Xào Thịt Bò,dishType,Món mặn,,,Member_4
7118,Thiên Lý Xào Thịt Bò,flavorProfile,Đậm đà,,,Member_4
7120,Thiên Lý Xào Thịt Bò,hasIngredient,Thịt Bò,,,Member_4
7123,Thiên Lý Xào Thịt Bò,originRegion,Việt Nam,,,Member_4
7124,Thiên Lý Xào Thịt Bò,servedWith,Cơm trắng,,,Member_4
7125,Thăn Bò,ingredientCategory,Thịt,,,Member_4
7144,Thịt,ingredientCategory,Thịt,,,Member_4
7147,Thịt Ba Chỉ,ingredientCategory,Thịt,,,Member_4
7148,Thịt Ba Chỉ Chiên,cookingTechnique,Chiên,,,Member_4
7149,Thịt Ba Chỉ Chiên,dishType,Món chiên,,,Member_4
7150,Thịt Ba Chỉ Chiên,flavorProfile,"Giòn, béo",,,Member_4
7152,Thịt Ba Chỉ Chiên,hasIngredient,Thịt Ba Chỉ,,,Member_4
7154,Thịt Ba Chỉ Chiên,originRegion,Việt Nam,,,Member_4
7155,Thịt Ba Chỉ Chiên,servedWith,Nước mắm tỏi ớt,,,Member_4
7156,Thịt Ba Chỉ Kho Tiêu,cookingTechnique,Kho,,,Member_4
7157,Thịt Ba Chỉ Kho Tiêu,dishType,Món kho,,,Member_4
7158,Thịt Ba Chỉ Kho Tiêu,flavorProfile,Mặn,,,Member_4
7161,Thịt Ba Chỉ Kho Tiêu,hasIngredient,Thịt Ba Chỉ,,,Member_4
7163,Thịt Ba Chỉ Kho Tiêu,originRegion,Việt Nam,,,Member_4
7164,Thịt Ba Chỉ Kho Tiêu,servedWith,Cơm trắng,,,Member_4
7165,Thịt Ba Chỉ Luộc,cookingTechnique,Luộc,,,Member_4
7166,Thịt Ba Chỉ Luộc,dishType,Món luộc,,,Member_4
7167,Thịt Ba Chỉ Luộc,flavorProfile,"Thanh, ngọt tự nhiên",,,Member_4
7170,Thịt Ba Chỉ Luộc,hasIngredient,Thịt Ba Chỉ,,,Member_4
7172,Thịt Ba Chỉ Luộc,originRegion,Việt Nam,,,Member_4
7173,Thịt Ba Chỉ Luộc,servedWith,Mắm Tôm,,,Member_4
7182,Thịt Ba Chỉ Rang,cookingTechnique,Xào,,,Member_4
7187,Thịt Ba Chỉ Rang,hasIngredient,Thịt Ba Chỉ,,,Member_4
7191,Thịt Ba Chỉ Rang Cháy Cạnh,cookingTechnique,Rang,,,Member_4
7192,Thịt Ba Chỉ Rang Cháy Cạnh,dishType,Món rang,,,Member_4
7193,Thịt Ba Chỉ Rang Cháy Cạnh,flavorProfile,Mặn,,,Member_4
7196,Thịt Ba Chỉ Rang Cháy Cạnh,hasIngredient,Thịt Ba Chỉ,,,Member_4
7198,Thịt Ba Chỉ Rang Cháy Cạnh,originRegion,Việt Nam,,,Member_4
7199,Thịt Ba Chỉ Rang Cháy Cạnh,servedWith,Cơm trắng,,,Member_4
7219,Thịt Ba Chỉ Xào,cookingTechnique,Xào,,,Member_4
7220,Thịt Ba Chỉ Xào,dishType,Món mặn,,,Member_4
7221,Thịt Ba Chỉ Xào,flavorProfile,"Mặn, ngọt, béo",,,Member_4
7224,Thịt Ba Chỉ Xào,hasIngredient,Thịt Ba Chỉ,,,Member_4
7225,Thịt Ba Chỉ Xào,originRegion,Việt Nam,,,Member_4
7226,Thịt Ba Chỉ Xào,servedWith,Cơm trắng,,,Member_4
7237,Thịt Bò,ingredientCategory,Thịt,,,Member_4
7255,Thịt Bò Luộc,cookingTechnique,Luộc,,,Member_4
7256,Thịt Bò Luộc,dishType,Món luộc,,,Member_4
7257,Thịt Bò Luộc,flavorProfile,"Thanh, ngọt tự nhiên",,,Member_4
7260,Thịt Bò Luộc,hasIngredient,Thịt Bò,,,Member_4
7261,Thịt Bò Luộc,originRegion,Việt Nam,,,Member_4
7262,Thịt Bò Luộc,servedWith,Nước Mắm Gừng,,,Member_4
7271,Thịt Bò Nấu Dưa,cookingTechnique,Ninh,,,Member_4
7272,Thịt Bò Nấu Dưa,dishType,Món canh/xào,,,Member_4
7273,Thịt Bò Nấu Dưa,flavorProfile,"Chua, mặn, ngọt",,,Member_4
7277,Thịt Bò Nấu Dưa,hasIngredient,Thịt Bò,,,Member_4
7278,Thịt Bò Nấu Dưa,originRegion,Miền Bắc,,,Member_4
7279,Thịt Bò Nấu Dưa,servedWith,Cơm trắng,,,Member_4
7288,Thịt Bò Xào,cookingTechnique,Xào,,,Member_4
7289,Thịt Bò Xào,dishType,Món Xào,,,Member_4
7290,Thịt Bò Xào,flavorProfile,"Mặn, ngọt, thơm",,,Member_4
7293,Thịt Bò Xào,hasIngredient,Thịt Bò,,,Member_4
7294,Thịt Bò Xào,originRegion,Việt Nam,,,Member_4
7295,Thịt Bò Xào,servedWith,Cơm trắng,,,Member_4
7305,Thịt Bò Xào Dứa,cookingTechnique,Xào,,,Member_4
7307,Thịt Bò Xào Dứa,flavorProfile,Chua Ngọt,,,Member_4
7310,Thịt Bò Xào Dứa,hasIngredient,Dứa,,,Member_4
7311,Thịt Bò Xào Dứa,hasIngredient,Thịt Bò,,,Member_4
7315,Thịt Bò Xào Hoa Thiên Lý,cookingTechnique,Xào,,,Member_4
7321,Thịt Bò Xào Hoa Thiên Lý,hasIngredient,Thịt Bò,,,Member_4
7345,Thịt Bò Xào Mướp,cookingTechnique,Xào,,,Member_4
7346,Thịt Bò Xào Mướp,dishType,Món xào,,,Member_4
7347,Thịt Bò Xào Mướp,flavorProfile,Ngọt thanh,,,Member_4
7350,Thịt Bò Xào Mướp,hasIngredient,Mướp,,,Member_4
7351,Thịt Bò Xào Mướp,hasIngredient,Thịt Bò,,,Member_4
7353,Thịt Bò Xào Mướp,originRegion,Việt Nam,,,Member_4
7354,Thịt Bò Xào Mướp,servedWith,Cơm trắng,,,Member_4
7364,Thịt Bò Xào Rau,cookingTechnique,Xào,,,Member_4
7369,Thịt Bò Xào Rau,hasIngredient,Rau,,,Member_4
7370,Thịt Bò Xào Rau,hasIngredient,Thịt Bò,,,Member_4
7374,Thịt Bò Xào Rau Củ,cookingTechnique,Xào,,,Member_4
7380,Thịt Bò Xào Rau Củ,hasIngredient,Thịt Bò,,,Member_4
7394,Thịt Bò Xào Đậu Que,cookingTechnique,Xào,,,Member_4
7399,Thịt Bò Xào Đậu Que,hasIngredient,Thịt Bò,,,Member_4
7405,Thịt Băm,ingredientCategory,Thịt,,,Member_4
7406,Thịt Băm Hấp Trứng,cookingTechnique,Hấp,,,Member_4
7407,Thịt Băm Hấp Trứng,dishType,Món hấp,,,Member_4
7408,Thịt Băm Hấp Trứng,flavorProfile,Thanh đạm,,,Member_4
7412,Thịt Băm Hấp Trứng,hasIngredient,Trứng Gà,,,Member_4
7413,Thịt Băm Hấp Trứng,originRegion,Việt Nam,,,Member_4
7414,Thịt Băm Hấp Trứng,servedWith,Cơm trắng,,,Member_4
7415,Thịt Băm Rang,cookingTechnique,Rang,,,Member_4
7416,Thịt Băm Rang,dishType,Món mặn,,,Member_4
7417,Thịt Băm Rang,flavorProfile,Mặn,,,Member_4
7420,Thịt Băm Rang,hasIngredient,Thịt Lợn,,,Member_4
7421,Thịt Băm Rang,originRegion,Việt Nam,,,Member_4
7422,Thịt Băm Rang,servedWith,Cơm trắng,,,Member_4
7423,Thịt Băm Sốt Cà Chua,cookingTechnique,Sốt,,,Member_4
7424,Thịt Băm Sốt Cà Chua,dishType,Món xào/sốt,,,Member_4
7425,Thịt Băm Sốt Cà Chua,flavorProfile,Chua,,,Member_4
7427,Thịt Băm Sốt Cà Chua,hasIngredient,Cà Chua,,,Member_4
7429,Thịt Băm Sốt Cà Chua,originRegion,Việt Nam,,,Member_4
7430,Thịt Băm Sốt Cà Chua,servedWith,Cơm trắng,,,Member_4
7431,Thịt Băm Trang Trí với Dưa Chuột,cookingTechnique,Xào,,,Member_4
7432,Thịt Băm Trang Trí với Dưa Chuột,dishType,Món mặn,,,Member_4
7433,Thịt Băm Trang Trí với Dưa Chuột,flavorProfile,Tươi mát,,,Member_4
7435,Thịt Băm Trang Trí với Dưa Chuột,hasIngredient,Thịt Lợn,,,Member_4
7436,Thịt Băm Trang Trí với Dưa Chuột,servedWith,Dưa Chuột,,,Member_4
7437,Thịt Băm Xào,cookingTechnique,Xào,,,Member_4
7438,Thịt Băm Xào,dishType,Món xào,,,Member_4
7439,Thịt Băm Xào,flavorProfile,Đậm đà,,,Member_4
7440,Thịt Băm Xào,hasIngredient,Thịt Lợn,,,Member_4
7441,Thịt Băm Xào,originRegion,Việt Nam,,,Member_4
7442,Thịt Băm Xào,servedWith,Cơm trắng,,,Member_4
7443,Thịt Băm Xào Ngô Cà Rốt,cookingTechnique,Xào,,,Member_4
7444,Thịt Băm Xào Ngô Cà Rốt,dishType,Món xào,,,Member_4
7445,Thịt Băm Xào Ngô Cà Rốt,flavorProfile,Ngọt tự nhiên,,,Member_4
7446,Thịt Băm Xào Ngô Cà Rốt,hasIngredient,Cà Rốt,,,Member_4
7448,Thịt Băm Xào Ngô Cà Rốt,hasIngredient,Thịt Lợn,,,Member_4
7449,Thịt Băm Xào Ngô Cà Rốt,originRegion,Việt Nam,,,Member_4
7450,Thịt Băm Xào Ngô Cà Rốt,servedWith,Cơm trắng,,,Member_4
7451,Thịt Băm Xào Ngô Ngọt,cookingTechnique,Xào,,,Member_4
7456,Thịt Băm Xào Ngô Ngọt,hasIngredient,Thịt Lợn,,,Member_4
7469,Thịt Băm Xào Rau Củ,hasIngredient,Rau Củ,,,Member_4
7470,Thịt Băm Xào Rau Củ,hasIngredient,Thịt Lợn,,,Member_4
7505,Thịt Chân Giò Luộc,cookingTechnique,Luộc,,,Member_4
7506,Thịt Chân Giò Luộc,dishType,Món chính,,,Member_4
7507,Thịt Chân Giò Luộc,hasIngredient,Chân giò heo,,,Member_4
7512,Thịt Cua,hasAllergen,Giáp Xác,,,Member_4
7513,Thịt Cua,ingredientCategory,Hải Sản,,,Member_4
7525,Thịt Công,ingredientCategory,Thịt,,,Member_4
7532,Thịt Gà,ingredientCategory,Thịt,,,Member_4
7559,Thịt Gác Bếp,cookingTechnique,Hun Khói,,,Member_4
7560,Thịt Gác Bếp,dishType,Đặc sản vùng cao,,,Member_4
7561,Thịt Gác Bếp,flavorProfile,"Khói, cay, mặn",,,Member_4
7564,Thịt Gác Bếp,hasIngredient,Thịt Trâu,,,Member_4
7566,Thịt Gác Bếp,originRegion,Tây Bắc Việt Nam,,,Member_4
7567,Thịt Gác Bếp,servedWith,Chẩm chéo,,,Member_4
7569,Thịt Heo,ingredientCategory,Thịt,,,Member_4
7570,Thịt Heo Quay,cookingTechnique,Quay,,,Member_4
7571,Thịt Heo Quay,dishType,Món Quay,,,Member_4
7572,Thịt Heo Quay,flavorProfile,"Giòn, béo",,,Member_4
7575,Thịt Heo Quay,hasIngredient,Thịt Lợn,,,Member_4
7577,Thịt Heo Quay,originRegion,Việt Nam,,,Member_4
7578,Thịt Heo Quay,servedWith,Bánh hỏi,,,Member_4
7632,Thịt Kho,cookingTechnique,Kho,,,Member_4
7633,Thịt Kho,dishType,Món kho,,,Member_4
7634,Thịt Kho,flavorProfile,Mặn ngọt,,,Member_4
7636,Thịt Kho,hasIngredient,Thịt Lợn,,,Member_4
7637,Thịt Kho,hasIngredient,Trứng,,,Member_4
7638,Thịt Kho,originRegion,Miền Nam,,,Member_4
7639,Thịt Kho,servedWith,Cải Chua,,,Member_4
7647,Thịt Kho Củ Cải,dishType,Món kho,,,Member_4
7648,Thịt Kho Củ Cải,flavorProfile,Ngọt thanh,,,Member_4
7657,Thịt Kho Gừng,dishType,Món kho,,,Member_4
7658,Thịt Kho Gừng,flavorProfile,Cay nồng,,,Member_4
7705,Thịt Kho Trứng,cookingTechnique,Kho,,,Member_4
7706,Thịt Kho Trứng,dishType,Món kho,,,Member_4
7707,Thịt Kho Trứng,flavorProfile,Mặn ngọt,,,Member_4
7711,Thịt Kho Trứng,hasIngredient,Trứng,,,Member_4
7712,Thịt Kho Trứng,hasIngredient,Trứng Vịt,,,Member_4
7713,Thịt Kho Trứng,hasSubRule,Thay Thế Trứng,,,Member_4
7714,Thịt Kho Trứng,originRegion,Miền Nam,,,Member_4
7716,Thịt Kho Trứng,servedWith,Cơm Trắng,,,Member_4
7717,Thịt Kho Trứng,servedWith,Cải Chua,,,Member_4
7718,Thịt Kho Trứng Cút,cookingTechnique,Kho,,,Member_4
7719,Thịt Kho Trứng Cút,dishType,Món kho,,,Member_4
7720,Thịt Kho Trứng Cút,flavorProfile,Mặn ngọt,,,Member_4
7723,Thịt Kho Trứng Cút,hasIngredient,Thịt Lợn,,,Member_4
7724,Thịt Kho Trứng Cút,hasIngredient,Trứng Cút,,,Member_4
7725,Thịt Kho Trứng Cút,originRegion,Việt Nam,,,Member_4
7726,Thịt Kho Trứng Cút,servedWith,Cơm Trắng,,,Member_4
7727,Thịt Kho Tàu,cookingTechnique,Kho,,,Member_4
7728,Thịt Kho Tàu,dishType,Món kho,,,Member_4
7729,Thịt Kho Tàu,flavorProfile,Mặn ngọt béo,,,Member_4
7732,Thịt Kho Tàu,hasIngredient,Nước Dừa,,,Member_4
7733,Thịt Kho Tàu,hasIngredient,Trứng Vịt,,,Member_4
7735,Thịt Kho Tàu,originRegion,Miền Nam Việt Nam,,,Member_4
7736,Thịt Kho Tàu,servedWith,Dưa cải chua,,,Member_4
7737,Thịt Kho Tộ,cookingTechnique,Kho tộ,,,Member_4
7738,Thịt Kho Tộ,dishType,Món kho,,,Member_4
7739,Thịt Kho Tộ,flavorProfile,Mặn đậm đà,,,Member_4
7742,Thịt Kho Tộ,hasIngredient,Thịt Heo,,,Member_4
7744,Thịt Kho Tộ,originRegion,Miền Nam,,,Member_4
7745,Thịt Kho Tộ,servedWith,Rau luộc,,,Member_4
7764,Thịt Luộc,cookingTechnique,Luộc,,,Member_4
7765,Thịt Luộc,dishType,Món chính,,,Member_4
7766,Thịt Luộc,flavorProfile,Thanh đạm,,,Member_4
7769,Thịt Luộc,hasIngredient,Thịt Lợn,,,Member_4
7770,Thịt Luộc,originRegion,Việt Nam,,,Member_4
7771,Thịt Luộc,servedWith,Nước mắm,,,Member_4
7773,Thịt Lợn,ingredientCategory,Thịt,,,Member_4
7774,Thịt Lợn Bọc Sả Chiên,cookingTechnique,Chiên,,,Member_4
7775,Thịt Lợn Bọc Sả Chiên,dishType,Món chiên,,,Member_4
7776,Thịt Lợn Bọc Sả Chiên,flavorProfile,Thơm mùi sả,,,Member_4
7778,Thịt Lợn Bọc Sả Chiên,hasIngredient,Thịt lợn xay,,,Member_4
7792,Thịt Lợn Luộc,cookingTechnique,Luộc,,,Member_4
7794,Thịt Lợn Luộc,hasIngredient,Thịt Lợn,,,Member_4
7795,Thịt Lợn Luộc,servedWith,Mắm tôm,,,Member_4
7802,Thịt Lợn Nướng,cookingTechnique,Nướng,,,Member_4
7803,Thịt Lợn Nướng,flavorProfile,"Đậm đà, thơm khói",,,Member_4
7838,Thịt Ngan,ingredientCategory,Thịt,,,Member_4
7856,Thịt Nạc Dăm,ingredientCategory,Thịt,,,Member_4
7857,Thịt Nạc Vai,ingredientCategory,Thịt,,,Member_4
7858,Thịt Nấu Đông,cookingTechnique,Ninh,,,Member_4
7859,Thịt Nấu Đông,originRegion,Miền Bắc,,,Member_4
7860,Thịt Nấu Đông,servedWith,Dưa hành,,,Member_4
7861,Thịt Quay,cookingTechnique,Quay,,,Member_4
7862,Thịt Quay,dishType,Món chính,,,Member_4
7863,Thịt Quay,flavorProfile,"Mặn, béo, giòn",,,Member_4
7866,Thịt Quay,hasIngredient,Thịt heo,,,Member_4
7867,Thịt Rang,cookingTechnique,Rang,,,Member_4
7868,Thịt Rang,flavorProfile,"Mặn, đậm đà",,,Member_4
7870,Thịt Rang,hasIngredient,Thịt heo,,,Member_4
7871,Thịt Rang Cháy Cạnh,cookingTechnique,Rang cháy cạnh,,,Member_4
7872,Thịt Rang Cháy Cạnh,flavorProfile,"Mặn, thơm, béo",,,Member_4
7873,Thịt Rang Cháy Cạnh,hasIngredient,Thịt ba chỉ,,,Member_4
7881,Thịt Rán Lá Chanh,hasIngredient,Lá chanh,,,Member_4
7886,Thịt Trâu,ingredientCategory,Thịt,,,Member_4
7901,Thịt Viên Chiên,cookingTechnique,Chiên,,,Member_4
7902,Thịt Viên Chiên,dishType,Món chiên,,,Member_4
7904,Thịt Viên Chiên,hasIngredient,Thịt heo xay,,,Member_4
7905,Thịt Viên Chiên,servedWith,Tương ớt,,,Member_4
7918,Thịt Vịt,ingredientCategory,Thịt,,,Member_4
7934,Thịt Xiên Nướng,cookingTechnique,Nướng,,,Member_4
7935,Thịt Xiên Nướng,dishType,Món ăn vặt,,,Member_4
